video_id,frame,event_type,stroke_type,point_end_type,player
Indoor Match 2 15.53.25,50363,bounce,,,
Indoor Match 2 15.53.25,50379,hit,forehand,,
Indoor Match 2 15.53.25,50401,bounce,,,
Indoor Match 2 15.53.25,50417,hit,backhand,,
Indoor Match 2 15.53.25,50443,bounce,,,
Indoor Match 2 15.53.25,50459,hit,forehand,,
Indoor Match 2 15.53.25,50480,bounce,,,
Indoor Match 2 15.53.25,50492,hit,backhand,,
Indoor Match 2 15.53.25,50527,bounce,,,
Indoor Match 2 15.53.25,50540,hit,forehand,,
Indoor Match 2 15.53.25,50560,bounce,,,
Indoor Match 2 15.53.25,50576,hit,backhand,,
Indoor Match 2 15.53.25,50605,bounce,,,
Indoor Match 2 15.53.25,50623,hit,forehand,,
Indoor Match 2 15.53.25,50642,bounce,,,
Indoor Match 2 15.53.25,50658,hit,backhand,,
Indoor Match 2 15.53.25,50688,bounce,,,
Indoor Match 2 15.53.25,50701,hit,forehand,,
Indoor Match 2 15.53.25,50720,bounce,,,
Indoor Match 2 15.53.25,50739,hit,forehand,,
Indoor Match 2 15.53.25,50766,bounce,,,
Indoor Match 2 15.53.25,50783,hit,forehand,,
Indoor Match 2 15.53.25,50805,bounce,,,
Indoor Match 2 15.53.25,50805,point_end,,winner,
Indoor Match 2 15.53.25,51825,point_start,,,
Indoor Match 2 15.53.25,51825,hit,serve,,
Indoor Match 2 15.53.25,51834,point_end,,net_error,
Indoor Match 2 15.53.25,52075,point_start,,,
Indoor Match 2 15.53.25,52075,hit,serve,,
Indoor Match 2 15.53.25,52091,bounce,,,
Indoor Match 2 15.53.25,52108,hit,forehand,,
Indoor Match 2 15.53.25,52134,bounce,,,
Indoor Match 2 15.53.25,52139,hit,forehand,,
Indoor Match 2 15.53.25,52169,bounce,,,
Indoor Match 2 15.53.25,52182,hit,forehand,,
Indoor Match 2 15.53.25,52201,bounce,,,
Indoor Match 2 15.53.25,52217,hit,backhand,,
Indoor Match 2 15.53.25,52238,point_end,,net_error,
Indoor Match 2 15.53.25,53190,point_start,,,
Indoor Match 2 15.53.25,53190,hit,serve,,
Indoor Match 2 15.53.25,53202,bounce,,,
Indoor Match 2 15.53.25,53216,hit,forehand,,
Indoor Match 2 15.53.25,53260,point_end,,net_error,
Indoor Match 2 15.53.25,54087,point_start,,,
Indoor Match 2 15.53.25,54087,hit,serve,,
Indoor Match 2 15.53.25,54102,bounce,,,
Indoor Match 2 15.53.25,54102,point_end,,unforced_error,
Indoor Match 2 15.53.25,54372,point_start,,,
Indoor Match 2 15.53.25,54372,hit,serve,,
Indoor Match 2 15.53.25,54386,bounce,,,
Indoor Match 2 15.53.25,54400,hit,forehand,,
Indoor Match 2 15.53.25,54443,bounce,,,
Indoor Match 2 15.53.25,54458,hit,forehand,,
Indoor Match 2 15.53.25,54488,bounce,,,
Indoor Match 2 15.53.25,54500,hit,backhand,,
Indoor Match 2 15.53.25,54533,bounce,,,
Indoor Match 2 15.53.25,54554,hit,forehand,,
Indoor Match 2 15.53.25,54578,bounce,,,
Indoor Match 2 15.53.25,54593,hit,backhand,,
Indoor Match 2 15.53.25,54624,bounce,,,
Indoor Match 2 15.53.25,54639,hit,forehand,,
Indoor Match 2 15.53.25,54661,bounce,,,
Indoor Match 2 15.53.25,54677,hit,backhand,,
Indoor Match 2 15.53.25,54706,bounce,,,
Indoor Match 2 15.53.25,54726,hit,forehand,,
Indoor Match 2 15.53.25,54751,bounce,,,
Indoor Match 2 15.53.25,54764,hit,forehand,,
Indoor Match 2 15.53.25,54787,bounce,,,
Indoor Match 2 15.53.25,54803,hit,backhand,,
Indoor Match 2 15.53.25,54839,bounce,,,
Indoor Match 2 15.53.25,54851,hit,backhand,,
Indoor Match 2 15.53.25,54883,bounce,,,
Indoor Match 2 15.53.25,54883,point_end,,unforced_error,
Indoor Match 2 15.53.25,55754,point_start,,,
Indoor Match 2 15.53.25,55754,hit,serve,,
Indoor Match 2 15.53.25,55768,bounce,,,
Indoor Match 2 15.53.25,55780,hit,forehand,,
Indoor Match 2 15.53.25,55817,bounce,,,
Indoor Match 2 15.53.25,55829,hit,forehand,,
Indoor Match 2 15.53.25,55850,bounce,,,
Indoor Match 2 15.53.25,55870,hit,forehand,,
Indoor Match 2 15.53.25,55907,hit,volley,,
Indoor Match 2 15.53.25,55927,bounce,,,
Indoor Match 2 15.53.25,55927,point_end,,winner,
Indoor Match 2 15.53.25,58642,point_start,,,
Indoor Match 2 15.53.25,58642,hit,serve,,
Indoor Match 2 15.53.25,58656,bounce,,,
Indoor Match 2 15.53.25,58671,hit,forehand,,
Indoor Match 2 15.53.25,58705,bounce,,,
Indoor Match 2 15.53.25,58720,hit,forehand,,
Indoor Match 2 15.53.25,58742,bounce,,,
Indoor Match 2 15.53.25,58749,hit,backhand,,
Indoor Match 2 15.53.25,58791,bounce,,,
Indoor Match 2 15.53.25,58809,hit,forehand,,
Indoor Match 2 15.53.25,58826,bounce,,,
Indoor Match 2 15.53.25,58845,hit,backhand,,
Indoor Match 2 15.53.25,58899,bounce,,,
Indoor Match 2 15.53.25,58899,point_end,,unforced_error,
Indoor Match 2 15.53.25,59472,point_start,,,
Indoor Match 2 15.53.25,59472,hit,serve,,
Indoor Match 2 15.53.25,59484,bounce,,,
Indoor Match 2 15.53.25,59484,point_end,,unforced_error,
Indoor Match 2 15.53.25,59892,point_start,,,
Indoor Match 2 15.53.25,59892,hit,serve,,
Indoor Match 2 15.53.25,59910,bounce,,,
Indoor Match 2 15.53.25,59932,hit,forehand,,
Indoor Match 2 15.53.25,59961,bounce,,,
Indoor Match 2 15.53.25,59978,hit,forehand,,
Indoor Match 2 15.53.25,59996,bounce,,,
Indoor Match 2 15.53.25,60016,hit,forehand,,
Indoor Match 2 15.53.25,60047,bounce,,,
Indoor Match 2 15.53.25,60048,hit,forehand,,
Indoor Match 2 15.53.25,60082,bounce,,,
Indoor Match 2 15.53.25,60082,point_end,,winner,
Indoor Match 2 15.53.25,61042,point_start,,,
Indoor Match 2 15.53.25,61042,hit,serve,,
Indoor Match 2 15.53.25,61054,bounce,,,
Indoor Match 2 15.53.25,61054,point_end,,winner,
Indoor Match 2 15.53.25,61516,point_start,,,
Indoor Match 2 15.53.25,61516,hit,serve,,
Indoor Match 2 15.53.25,61528,bounce,,,
Indoor Match 2 15.53.25,61537,hit,backhand,,
Indoor Match 2 15.53.25,61574,bounce,,,
Indoor Match 2 15.53.25,61586,hit,forehand,,
Indoor Match 2 15.53.25,61609,bounce,,,
Indoor Match 2 15.53.25,61618,hit,backhand,,
Indoor Match 2 15.53.25,61645,bounce,,,
Indoor Match 2 15.53.25,61661,hit,forehand,,
Indoor Match 2 15.53.25,61685,bounce,,,
Indoor Match 2 15.53.25,61696,hit,forehand,,
Indoor Match 2 15.53.25,61725,bounce,,,
Indoor Match 2 15.53.25,61731,hit,forehand,,
Indoor Match 2 15.53.25,61778,bounce,,,
Indoor Match 2 15.53.25,61793,hit,forehand,,
Indoor Match 2 15.53.25,61816,bounce,,,
Indoor Match 2 15.53.25,61825,hit,forehand,,
Indoor Match 2 15.53.25,61853,bounce,,,
Indoor Match 2 15.53.25,61865,hit,forehand,,
Indoor Match 2 15.53.25,61893,bounce,,,
Indoor Match 2 15.53.25,61893,point_end,,unforced_error,
Indoor Match 2 15.53.25,62995,point_start,,,
Indoor Match 2 15.53.25,62995,hit,serve,,
Indoor Match 2 15.53.25,63009,bounce,,,
Indoor Match 2 15.53.25,63009,point_end,,unforced_error,
Indoor Match 2 15.53.25,63257,point_start,,,
Indoor Match 2 15.53.25,63257,hit,serve,,
Indoor Match 2 15.53.25,63274,bounce,,,
Indoor Match 2 15.53.25,63274,point_end,,unforced_error,
Indoor Match 2 15.53.25,64164,point_start,,,
Indoor Match 2 15.53.25,64164,hit,serve,,
Indoor Match 2 15.53.25,64175,bounce,,,
Indoor Match 2 15.53.25,64188,hit,forehand,,
Indoor Match 2 15.53.25,64237,bounce,,,
Indoor Match 2 15.53.25,64255,hit,forehand,,
Indoor Match 2 15.53.25,64283,bounce,,,
Indoor Match 2 15.53.25,64299,hit,backhand,,
Indoor Match 2 15.53.25,64334,bounce,,,
Indoor Match 2 15.53.25,64334,point_end,,unforced_error,
Indoor Match 2 15.53.25,64968,point_start,,,
Indoor Match 2 15.53.25,64968,hit,serve,,
Indoor Match 2 15.53.25,64981,bounce,,,
Indoor Match 2 15.53.25,64994,hit,forehand,,
Indoor Match 2 15.53.25,65024,hit,volley,,
Indoor Match 2 15.53.25,65052,bounce,,,
Indoor Match 2 15.53.25,65071,hit,backhand,,
Indoor Match 2 15.53.25,65088,point_end,,net_error,
Indoor Match 2 15.53.25,66014,point_start,,,
Indoor Match 2 15.53.25,66014,hit,serve,,
Indoor Match 2 15.53.25,66029,bounce,,,
Indoor Match 2 15.53.25,66029,point_end,,unforced_error,
Indoor Match 2 15.53.25,66338,point_start,,,
Indoor Match 2 15.53.25,66338,hit,serve,,
Indoor Match 2 15.53.25,66353,bounce,,,
Indoor Match 2 15.53.25,66373,hit,forehand,,
Indoor Match 2 15.53.25,66398,bounce,,,
Indoor Match 2 15.53.25,66412,hit,forehand,,
Indoor Match 2 15.53.25,66432,bounce,,,
Indoor Match 2 15.53.25,66455,hit,backhand,,
Indoor Match 2 15.53.25,66489,bounce,,,
Indoor Match 2 15.53.25,66510,hit,forehand,,
Indoor Match 2 15.53.25,66537,bounce,,,
Indoor Match 2 15.53.25,66537,point_end,,unforced_error,
Indoor Match 2 15.53.25,67314,point_start,,,
Indoor Match 2 15.53.25,67314,hit,serve,,
Indoor Match 2 15.53.25,67326,bounce,,,
Indoor Match 2 15.53.25,67339,hit,backhand,,
Indoor Match 2 15.53.25,67403,bounce,,,
Indoor Match 2 15.53.25,67436,hit,forehand,,
Indoor Match 2 15.53.25,67463,bounce,,,
Indoor Match 2 15.53.25,67481,hit,backhand,,
Indoor Match 2 15.53.25,67516,bounce,,,
Indoor Match 2 15.53.25,67535,hit,forehand,,
Indoor Match 2 15.53.25,67566,bounce,,,
Indoor Match 2 15.53.25,67591,hit,backhand,,
Indoor Match 2 15.53.25,67623,bounce,,,
Indoor Match 2 15.53.25,67636,hit,forehand,,
Indoor Match 2 15.53.25,67660,bounce,,,
Indoor Match 2 15.53.25,67677,hit,backhand,,
Indoor Match 2 15.53.25,67707,bounce,,,
Indoor Match 2 15.53.25,67724,hit,backhand,,
Indoor Match 2 15.53.25,67752,bounce,,,
Indoor Match 2 15.53.25,67769,hit,backhand,,
Indoor Match 2 15.53.25,67800,bounce,,,
Indoor Match 2 15.53.25,67810,hit,backhand,,
Indoor Match 2 15.53.25,67834,bounce,,,
Indoor Match 2 15.53.25,67849,hit,backhand,,
Indoor Match 2 15.53.25,67874,bounce,,,
Indoor Match 2 15.53.25,67891,hit,forehand,,
Indoor Match 2 15.53.25,67915,bounce,,,
Indoor Match 2 15.53.25,67927,hit,forehand,,
Indoor Match 2 15.53.25,67994,bounce,,,
Indoor Match 2 15.53.25,68024,hit,forehand,,
Indoor Match 2 15.53.25,68049,bounce,,,
Indoor Match 2 15.53.25,68070,hit,forehand,,
Indoor Match 2 15.53.25,68097,bounce,,,
Indoor Match 2 15.53.25,68108,hit,forehand,,
Indoor Match 2 15.53.25,68128,bounce,,,
Indoor Match 2 15.53.25,68148,hit,backhand,,
Indoor Match 2 15.53.25,68167,point_end,,net_error,
Indoor Match 2 15.53.25,69108,point_start,,,
Indoor Match 2 15.53.25,69108,hit,serve,,
Indoor Match 2 15.53.25,69117,point_end,,net_error,
Indoor Match 2 15.53.25,69564,point_start,,,
Indoor Match 2 15.53.25,69564,hit,serve,,
Indoor Match 2 15.53.25,69578,bounce,,,
Indoor Match 2 15.53.25,69590,hit,forehand,,
Indoor Match 2 15.53.25,69618,bounce,,,
Indoor Match 2 15.53.25,69632,hit,forehand,,
Indoor Match 2 15.53.25,69653,bounce,,,
Indoor Match 2 15.53.25,69667,hit,backhand,,
Indoor Match 2 15.53.25,69698,bounce,,,
Indoor Match 2 15.53.25,69710,hit,backhand,,
Indoor Match 2 15.53.25,69745,bounce,,,
Indoor Match 2 15.53.25,69745,point_end,,unforced_error,
Indoor Match 2 15.53.25,70561,point_start,,,
Indoor Match 2 15.53.25,70561,hit,serve,,
Indoor Match 2 15.53.25,70574,bounce,,,
Indoor Match 2 15.53.25,70588,hit,backhand,,
Indoor Match 2 15.53.25,70620,bounce,,,
Indoor Match 2 15.53.25,70637,hit,backhand,,
Indoor Match 2 15.53.25,70658,bounce,,,
Indoor Match 2 15.53.25,70670,hit,forehand,,
Indoor Match 2 15.53.25,70698,bounce,,,
Indoor Match 2 15.53.25,70718,hit,forehand,,
Indoor Match 2 15.53.25,70737,bounce,,,
Indoor Match 2 15.53.25,70754,hit,backhand,,
Indoor Match 2 15.53.25,70784,bounce,,,
Indoor Match 2 15.53.25,70797,hit,forehand,,
Indoor Match 2 15.53.25,70819,bounce,,,
Indoor Match 2 15.53.25,70839,hit,backhand,,
Indoor Match 2 15.53.25,70865,bounce,,,
Indoor Match 2 15.53.25,70883,hit,forehand,,
Indoor Match 2 15.53.25,70905,bounce,,,
Indoor Match 2 15.53.25,70918,hit,forehand,,
Indoor Match 2 15.53.25,70949,bounce,,,
Indoor Match 2 15.53.25,70962,hit,forehand,,
Indoor Match 2 15.53.25,70987,bounce,,,
Indoor Match 2 15.53.25,71005,hit,backhand,,
Indoor Match 2 15.53.25,71035,bounce,,,
Indoor Match 2 15.53.25,71048,hit,forehand,,
Indoor Match 2 15.53.25,71075,bounce,,,
Indoor Match 2 15.53.25,71085,hit,backhand,,
Indoor Match 2 15.53.25,71125,bounce,,,
Indoor Match 2 15.53.25,71125,point_end,,winner,
Indoor Match 2 15.53.25,74198,point_start,,,
Indoor Match 2 15.53.25,74198,hit,serve,,
Indoor Match 2 15.53.25,74211,bounce,,,
Indoor Match 2 15.53.25,74211,point_end,,unforced_error,
Indoor Match 2 15.53.25,74635,point_start,,,
Indoor Match 2 15.53.25,74635,hit,serve,,
Indoor Match 2 15.53.25,74650,bounce,,,
Indoor Match 2 15.53.25,74670,hit,forehand,,
Indoor Match 2 15.53.25,74694,bounce,,,
Indoor Match 2 15.53.25,74712,hit,forehand,,
Indoor Match 2 15.53.25,74735,bounce,,,
Indoor Match 2 15.53.25,74735,point_end,,winner,
Indoor Match 2 15.53.25,75392,point_start,,,
Indoor Match 2 15.53.25,75392,hit,serve,,
Indoor Match 2 15.53.25,75404,bounce,,,
Indoor Match 2 15.53.25,75419,hit,backhand,,
Indoor Match 2 15.53.25,75450,bounce,,,
Indoor Match 2 15.53.25,75462,hit,forehand,,
Indoor Match 2 15.53.25,75481,bounce,,,
Indoor Match 2 15.53.25,75495,hit,backhand,,
Indoor Match 2 15.53.25,75552,hit,overhead,,
Indoor Match 2 15.53.25,75557,bounce,,,
Indoor Match 2 15.53.25,75557,point_end,,winner,
Indoor Match 2 15.53.25,76310,point_start,,,
Indoor Match 2 15.53.25,76310,hit,serve,,
Indoor Match 2 15.53.25,76320,bounce,,,
Indoor Match 2 15.53.25,76320,point_end,,winner,
Indoor Match 2 15.53.25,76830,point_start,,,
Indoor Match 2 15.53.25,76830,hit,serve,,
Indoor Match 2 15.53.25,76837,point_end,,net_error,
Indoor Match 2 15.53.25,77278,point_start,,,
Indoor Match 2 15.53.25,77278,hit,serve,,
Indoor Match 2 15.53.25,77294,bounce,,,
Indoor Match 2 15.53.25,77316,hit,backhand,,
Indoor Match 2 15.53.25,77348,bounce,,,
Indoor Match 2 15.53.25,77356,hit,forehand,,
Indoor Match 2 15.53.25,77382,bounce,,,
Indoor Match 2 15.53.25,77401,hit,forehand,,
Indoor Match 2 15.53.25,77424,bounce,,,
Indoor Match 2 15.53.25,77424,point_end,,unforced_error,
Indoor Match 2 15.53.25,87644,point_start,,,
Indoor Match 2 15.53.25,87644,hit,serve,,
Indoor Match 2 15.53.25,87657,bounce,,,
Indoor Match 2 15.53.25,87669,hit,forehand,,
Indoor Match 2 15.53.25,87711,bounce,,,
Indoor Match 2 15.53.25,87726,hit,forehand,,
Indoor Match 2 15.53.25,87745,bounce,,,
Indoor Match 2 15.53.25,87760,hit,backhand,,
Indoor Match 2 15.53.25,87801,bounce,,,
Indoor Match 2 15.53.25,87823,hit,forehand,,
Indoor Match 2 15.53.25,87844,bounce,,,
Indoor Match 2 15.53.25,87863,hit,backhand,,
Indoor Match 2 15.53.25,87889,bounce,,,
Indoor Match 2 15.53.25,87907,hit,backhand,,
Indoor Match 2 15.53.25,87936,bounce,,,
Indoor Match 2 15.53.25,87949,hit,forehand,,
Indoor Match 2 15.53.25,87972,bounce,,,
Indoor Match 2 15.53.25,87982,hit,backhand,,
Indoor Match 2 15.53.25,87998,point_end,,net_error,
Indoor Match 2 15.53.25,88758,point_start,,,
Indoor Match 2 15.53.25,88758,hit,serve,,
Indoor Match 2 15.53.25,88771,bounce,,,
Indoor Match 2 15.53.25,88780,hit,backhand,,
Indoor Match 2 15.53.25,88819,bounce,,,
Indoor Match 2 15.53.25,88833,hit,forehand,,
Indoor Match 2 15.53.25,88854,bounce,,,
Indoor Match 2 15.53.25,88870,hit,backhand,,
Indoor Match 2 15.53.25,88903,bounce,,,
Indoor Match 2 15.53.25,88920,hit,forehand,,
Indoor Match 2 15.53.25,88944,bounce,,,
Indoor Match 2 15.53.25,88956,hit,backhand,,
Indoor Match 2 15.53.25,88985,bounce,,,
Indoor Match 2 15.53.25,89000,hit,forehand,,
Indoor Match 2 15.53.25,89028,bounce,,,
Indoor Match 2 15.53.25,89044,hit,forehand,,
Indoor Match 2 15.53.25,89071,bounce,,,
Indoor Match 2 15.53.25,89083,hit,forehand,,
Indoor Match 2 15.53.25,89114,bounce,,,
Indoor Match 2 15.53.25,89114,point_end,,unforced_error,
Indoor Match 2 15.53.25,89835,point_start,,,
Indoor Match 2 15.53.25,89835,hit,serve,,
Indoor Match 2 15.53.25,89847,bounce,,,
Indoor Match 2 15.53.25,89847,point_end,,unforced_error,
Indoor Match 2 15.53.25,90200,point_start,,,
Indoor Match 2 15.53.25,90200,hit,serve,,
Indoor Match 2 15.53.25,90214,bounce,,,
Indoor Match 2 15.53.25,90232,hit,forehand,,
Indoor Match 2 15.53.25,90256,bounce,,,
Indoor Match 2 15.53.25,90266,hit,forehand,,
Indoor Match 2 15.53.25,90293,bounce,,,
Indoor Match 2 15.53.25,90301,hit,forehand,,
Indoor Match 2 15.53.25,90325,bounce,,,
Indoor Match 2 15.53.25,90346,hit,forehand,,
Indoor Match 2 15.53.25,90361,point_end,,net_error,
Indoor Match 2 15.53.25,91423,point_start,,,
Indoor Match 2 15.53.25,91423,hit,serve,,
Indoor Match 2 15.53.25,91434,bounce,,,
Indoor Match 2 15.53.25,91446,hit,forehand,,
Indoor Match 2 15.53.25,91515,bounce,,,
Indoor Match 2 15.53.25,91515,point_end,,unforced_error,
Indoor Match 2 15.53.25,91980,point_start,,,
Indoor Match 2 15.53.25,91980,hit,serve,,
Indoor Match 2 15.53.25,91994,bounce,,,
Indoor Match 2 15.53.25,91994,point_end,,unforced_error,
Indoor Match 2 15.53.25,92354,point_start,,,
Indoor Match 2 15.53.25,92354,hit,serve,,
Indoor Match 2 15.53.25,92368,bounce,,,
Indoor Match 2 15.53.25,92381,hit,forehand,,
Indoor Match 2 15.53.25,92409,bounce,,,
Indoor Match 2 15.53.25,92424,hit,forehand,,
Indoor Match 2 15.53.25,92442,bounce,,,
Indoor Match 2 15.53.25,92442,point_end,,winner,
Indoor Match 2 15.53.25,93405,point_start,,,
Indoor Match 2 15.53.25,93405,hit,serve,,
Indoor Match 2 15.53.25,93413,point_end,,net_error,
Indoor Match 2 15.53.25,93854,point_start,,,
Indoor Match 2 15.53.25,93854,hit,serve,,
Indoor Match 2 15.53.25,93869,bounce,,,
Indoor Match 2 15.53.25,93889,hit,forehand,,
Indoor Match 2 15.53.25,93915,bounce,,,
Indoor Match 2 15.53.25,93924,hit,forehand,,
Indoor Match 2 15.53.25,93952,bounce,,,
Indoor Match 2 15.53.25,93967,hit,forehand,,
Indoor Match 2 15.53.25,93997,bounce,,,
Indoor Match 2 15.53.25,94012,hit,forehand,,
Indoor Match 2 15.53.25,94037,bounce,,,
Indoor Match 2 15.53.25,94048,hit,forehand,,
Indoor Match 2 15.53.25,94077,bounce,,,
Indoor Match 2 15.53.25,94086,hit,backhand,,
Indoor Match 2 15.53.25,94118,bounce,,,
Indoor Match 2 15.53.25,94132,hit,backhand,,
Indoor Match 2 15.53.25,94167,bounce,,,
Indoor Match 2 15.53.25,94189,hit,forehand,,
Indoor Match 2 15.53.25,94216,bounce,,,
Indoor Match 2 15.53.25,94230,hit,forehand,,
Indoor Match 2 15.53.25,94256,bounce,,,
Indoor Match 2 15.53.25,94272,hit,backhand,,
Indoor Match 2 15.53.25,94300,bounce,,,
Indoor Match 2 15.53.25,94319,hit,forehand,,
Indoor Match 2 15.53.25,94341,bounce,,,
Indoor Match 2 15.53.25,94359,hit,backhand,,
Indoor Match 2 15.53.25,94388,bounce,,,
Indoor Match 2 15.53.25,94404,hit,backhand,,
Indoor Match 2 15.53.25,94428,bounce,,,
Indoor Match 2 15.53.25,94442,hit,forehand,,
Indoor Match 2 15.53.25,94474,bounce,,,
Indoor Match 2 15.53.25,94474,point_end,,unforced_error,
Indoor Match 2 15.53.25,96636,point_start,,,
Indoor Match 2 15.53.25,96636,hit,serve,,
Indoor Match 2 15.53.25,96647,bounce,,,
Indoor Match 2 15.53.25,96658,hit,backhand,,
Indoor Match 2 15.53.25,96700,bounce,,,
Indoor Match 2 15.53.25,96714,hit,forehand,,
Indoor Match 2 15.53.25,96733,bounce,,,
Indoor Match 2 15.53.25,96749,hit,forehand,,
Indoor Match 2 15.53.25,96779,bounce,,,
Indoor Match 2 15.53.25,96797,hit,forehand,,
Indoor Match 2 15.53.25,96820,bounce,,,
Indoor Match 2 15.53.25,96833,hit,forehand,,
Indoor Match 2 15.53.25,96861,bounce,,,
Indoor Match 2 15.53.25,96874,hit,forehand,,
Indoor Match 2 15.53.25,96894,bounce,,,
Indoor Match 2 15.53.25,96914,hit,forehand,,
Indoor Match 2 15.53.25,96952,bounce,,,
Indoor Match 2 15.53.25,96966,hit,forehand,,
Indoor Match 2 15.53.25,96990,bounce,,,
Indoor Match 2 15.53.25,97003,hit,backhand,,
Indoor Match 2 15.53.25,97032,bounce,,,
Indoor Match 2 15.53.25,97052,hit,forehand,,
Indoor Match 2 15.53.25,97078,bounce,,,
Indoor Match 2 15.53.25,97082,hit,backhand,,
Indoor Match 2 15.53.25,97121,bounce,,,
Indoor Match 2 15.53.25,97132,hit,forehand,,
Indoor Match 2 15.53.25,97160,bounce,,,
Indoor Match 2 15.53.25,97171,hit,backhand,,
Indoor Match 2 15.53.25,97201,bounce,,,
Indoor Match 2 15.53.25,97210,hit,forehand,,
Indoor Match 2 15.53.25,97262,bounce,,,
Indoor Match 2 15.53.25,97262,point_end,,unforced_error,
Indoor Match 2 15.53.25,98050,point_start,,,
Indoor Match 2 15.53.25,98050,hit,serve,,
Indoor Match 2 15.53.25,98062,bounce,,,
Indoor Match 2 15.53.25,98062,point_end,,unforced_error,
Indoor Match 2 15.53.25,98362,point_start,,,
Indoor Match 2 15.53.25,98362,hit,serve,,
Indoor Match 2 15.53.25,98375,bounce,,,
Indoor Match 2 15.53.25,98394,hit,forehand,,
Indoor Match 2 15.53.25,98438,bounce,,,
Indoor Match 2 15.53.25,98454,hit,forehand,,
Indoor Match 2 15.53.25,98473,bounce,,,
Indoor Match 2 15.53.25,98491,hit,backhand,,
Indoor Match 2 15.53.25,98522,bounce,,,
Indoor Match 2 15.53.25,98522,point_end,,winner,
Indoor Match 2 15.53.25,99297,point_start,,,
Indoor Match 2 15.53.25,99297,hit,serve,,
Indoor Match 2 15.53.25,99310,bounce,,,
Indoor Match 2 15.53.25,99324,hit,forehand,,
Indoor Match 2 15.53.25,99352,bounce,,,
Indoor Match 2 15.53.25,99363,hit,forehand,,
Indoor Match 2 15.53.25,99389,bounce,,,
Indoor Match 2 15.53.25,99402,hit,backhand,,
Indoor Match 2 15.53.25,99457,hit,overhead,,
Indoor Match 2 15.53.25,99473,bounce,,,
Indoor Match 2 15.53.25,99473,point_end,,winner,
Indoor Match 2 15.53.25,100119,point_start,,,
Indoor Match 2 15.53.25,100119,hit,serve,,
Indoor Match 2 15.53.25,100131,bounce,,,
Indoor Match 2 15.53.25,100141,hit,forehand,,
Indoor Match 2 15.53.25,100183,bounce,,,
Indoor Match 2 15.53.25,100183,point_end,,unforced_error,
Indoor Match 2 15.53.25,100720,point_start,,,
Indoor Match 2 15.53.25,100720,hit,serve,,
Indoor Match 2 15.53.25,100728,point_end,,net_error,
Indoor Match 2 15.53.25,101123,point_start,,,
Indoor Match 2 15.53.25,101123,hit,serve,,
Indoor Match 2 15.53.25,101139,bounce,,,
Indoor Match 2 15.53.25,101160,hit,backhand,,
Indoor Match 2 15.53.25,101189,bounce,,,
Indoor Match 2 15.53.25,101201,hit,forehand,,
Indoor Match 2 15.53.25,101223,bounce,,,
Indoor Match 2 15.53.25,101240,hit,forehand,,
Indoor Match 2 15.53.25,101262,bounce,,,
Indoor Match 2 15.53.25,101274,hit,backhand,,
Indoor Match 2 15.53.25,101338,bounce,,,
Indoor Match 2 15.53.25,101369,hit,forehand,,
Indoor Match 2 15.53.25,101392,bounce,,,
Indoor Match 2 15.53.25,101415,hit,backhand,,
Indoor Match 2 15.53.25,101456,bounce,,,
Indoor Match 2 15.53.25,101456,point_end,,winner,
Indoor Match 2 15.53.25,102349,point_start,,,
Indoor Match 2 15.53.25,102349,hit,serve,,
Indoor Match 2 15.53.25,102360,bounce,,,
Indoor Match 2 15.53.25,102360,point_end,,winner,
Indoor Match 2 15.53.25,103331,point_start,,,
Indoor Match 2 15.53.25,103331,hit,serve,,
Indoor Match 2 15.53.25,103345,bounce,,,
Indoor Match 2 15.53.25,103345,point_end,,unforced_error,
Indoor Match 2 15.53.25,103655,point_start,,,
Indoor Match 2 15.53.25,103655,hit,serve,,
Indoor Match 2 15.53.25,103670,bounce,,,
Indoor Match 2 15.53.25,103681,hit,forehand,,
Indoor Match 2 15.53.25,103710,bounce,,,
Indoor Match 2 15.53.25,103722,hit,forehand,,
Indoor Match 2 15.53.25,103746,bounce,,,
Indoor Match 2 15.53.25,103759,hit,backhand,,
Indoor Match 2 15.53.25,103796,bounce,,,
Indoor Match 2 15.53.25,103805,hit,backhand,,
Indoor Match 2 15.53.25,103839,bounce,,,
Indoor Match 2 15.53.25,103852,hit,forehand,,
Indoor Match 2 15.53.25,103871,bounce,,,
Indoor Match 2 15.53.25,103887,hit,backhand,,
Indoor Match 2 15.53.25,103937,bounce,,,
Indoor Match 2 15.53.25,103937,point_end,,unforced_error,
Indoor Match 2 15.53.25,104923,point_start,,,
Indoor Match 2 15.53.25,104923,hit,serve,,
Indoor Match 2 15.53.25,104932,point_end,,net_error,
Indoor Match 2 15.53.25,105466,point_start,,,
Indoor Match 2 15.53.25,105466,hit,serve,,
Indoor Match 2 15.53.25,105483,bounce,,,
Indoor Match 2 15.53.25,105483,point_end,,unforced_error,
Indoor Match 2 15.53.25,106230,point_start,,,
Indoor Match 2 15.53.25,106230,hit,serve,,
Indoor Match 2 15.53.25,106245,bounce,,,
Indoor Match 2 15.53.25,106258,hit,forehand,,
Indoor Match 2 15.53.25,106300,bounce,,,
Indoor Match 2 15.53.25,106313,hit,forehand,,
Indoor Match 2 15.53.25,106337,bounce,,,
Indoor Match 2 15.53.25,106337,point_end,,unforced_error,
Indoor Match 2 15.53.25,107129,point_start,,,
Indoor Match 2 15.53.25,107129,hit,serve,,
Indoor Match 2 15.53.25,107141,bounce,,,
